,id,date,year,title,venue,authors,abstract,keywords
186,2337096881,2016-04-25,2016,Reviewing three case-studies of learning analytics interventions at the open university UK,LAK,"bart rienties, avinash boroowa, simon cross, lee farringtonflint, christothea herodotou, lynda prescott, kevin mayles, tom olney, lisette toetenel, john woodthorpe","This study provides a conceptual framework how organizations may adopt evidence-based interventions at scale, and institutions evaluate the costs benefits of such interventions. Building on new model developed by Open University UK (OU), we will analyse three case-studies By working with 90+ large-scale modules for period two years across five faculties disciplines within OU, Analytics4Action bottom-up-approach together key stakeholders their respective contexts. Using principles embedded case-study approaches Yin [1], comparing learning behavior, satisfaction performance 11079 learners findings indicated that each designs led to satisfied students average good student retention. In second part highlighted module teams made in-presentation based upon real-time analytics, whereby initial user data VLE behaviour in line expectations. 2-5 years, hope rich, robust evidence-base be presented show analytics can help teachers make informed, timely successful achieve outcomes. ","conceptual, framework, organizations, may, adopt, evidence, interventions, scale, institutions, evaluate, costs, benefits, building, model, developed, open, university, uk, ou, analyse, three, case, studies, working, 90, large, modules, period, two, years, across, five, faculties, disciplines, analytics4action, bottom, approach, together, key, stakeholders, respective, contexts, principles, embedded, approaches, yin, 1, comparing, learning, behavior, satisfaction, performance, 11079, learners, indicated, designs, led, satisfied, students, average, good, student, retention, second, part, highlighted, module, teams, presentation, upon, real, time, analytics, whereby, initial, user, data, vle, behaviour, line, expectations, 2, 5, hope, rich, robust, base, presented, show, help, teachers, make, informed, timely, successful, achieve, outcomes"
187,2049150082,2013-04-08,2013,Supporting action research with learning analytics,LAK,"anna lea dyckhoff, vlatko lukarov, arham muslim, mohamed amine chatti, ulrik schroeder","Learning analytics tools should be useful, i.e., they usable and provide the functionality for reaching goals attributed to learning analytics. This paper seeks unite action research. Based on this, we investigate how multitude of questions that arise during technology-enhanced teaching systematically can mapped sets indicators. We examine, which are not yet supported propose concepts indicators have a high potential positively influencing teachers didactical considerations. Our investigation shows many teachers cannot answered with currently available research tools. Furthermore, few studies report about measuring impact. describe effects discuss this could evaluated. ","learning, analytics, tools, useful, usable, provide, functionality, reaching, goals, attributed, paper, seeks, unite, action, research, investigate, multitude, questions, arise, technology, enhanced, teaching, systematically, mapped, sets, indicators, examine, yet, supported, propose, concepts, high, potential, positively, influencing, teachers, didactical, considerations, investigation, shows, cannot, answered, currently, furthermore, few, studies, measuring, impact, describe, effects, discuss"
188,2184405901,2014-01-01,2014,Automated Cognitive Presence Detection in Online Discussion Transcripts,LAK Workshops,"vitomir kovanovic, srecko joksimovic, dragan gasevic, marek hatala","In this paper we present the results of an exploratory study that examined use text mining and classification for automation content analysis discussion transcripts within context distance education. We used Community Inquiry (CoI) framework focused on cognitive presence construct given its central position CoI model. Our demonstrate potentials proposed approach; The developed classifier achieved 58.4% accuracy Cohen’s Kappa 0.41 5-category task. analyze different features describe main problems lessons learned from development such a system. Furthermore, analyzed several novel are based specifics our indicate some them significantly improve accuracy. ","paper, exploratory, examined, text, mining, classification, automation, content, discussion, transcripts, context, distance, education, community, inquiry, coi, framework, focused, cognitive, presence, construct, central, position, model, potentials, approach, developed, classifier, achieved, 58, 4, accuracy, cohen, kappa, 0, 41, 5, category, task, analyze, different, features, describe, main, problems, lessons, learned, development, system, furthermore, several, novel, specifics, indicate, significantly"
189,2592273152,2017-03-13,2017,"New features in Wikiglass, a learning analytic tool for visualizing collaborative work on wikis",LAK,"xiao hu, chengrui yang, chen qiao, xiaoyu lu, samuel kai wah chu","Wikiglass is a learning analytic tool for visualizing collaborative work on Wikis built by groups of secondary or primary school students. This poster presents new features developed recently based requests from teachers, including flexible selection date range, revision network, and thinking order detection. Currently the are used evaluated in two schools Hong Kong. ","wikiglass, learning, analytic, tool, visualizing, collaborative, work, wikis, built, groups, secondary, primary, school, students, poster, features, developed, recently, requests, teachers, flexible, selection, date, range, revision, network, thinking, order, detection, currently, two, schools, hong, kong"
190,2012254168,2013-04-08,2013,Visualizing social learning ties by type and topic: rationale and concept demonstrator,LAK,"bieke schreurs, chris teplovs, rebecca ferguson, maarten de laat, simon buckingham shum","Social Learning Analytics (SLA) are designed to support students learning through social networks, and reflective practitioners engage in informal a community of practice. This short paper reports work progress develop SLA motivated specifically by Networked Theory, drawing on the related concepts tools Network Capital which provide complementary perspectives onto structure content such networks. We propose that based these needs devise models visualizations capable showing not only usual SNA metrics, but types tie forged between actors, topic-specific subnetworks. describe technical implementation demonstrating this approach, extends Awareness Tool automatically populating it with data from platform SocialLearn. The result is ability visualize relationships people who interact around same topics. ","social, learning, analytics, sla, designed, support, students, networks, reflective, practitioners, engage, informal, community, practice, short, paper, reports, work, progress, develop, motivated, specifically, networked, theory, drawing, concepts, tools, network, capital, provide, complementary, perspectives, onto, structure, content, propose, needs, devise, models, visualizations, capable, showing, usual, sna, metrics, types, tie, forged, actors, topic, specific, subnetworks, describe, technical, implementation, demonstrating, approach, extends, awareness, tool, automatically, populating, data, platform, sociallearn, ability, visualize, relationships, people, interact, around, same, topics"
191,2336380915,2016-04-25,2016,A rule-based indicator definition tool for personalized learning analytics,LAK,"arham muslim, mohamed amine chatti, tanmaya mahapatra, ulrik schroeder","In the last few years, there has been a growing interest in learning analytics (LA) technology-enhanced (TEL). Generally, LA deals with development of methods that harness educational data sets to support process. Recently, concept open (OLA) received great deal attention from community, due demand for self-organized, networked, and lifelong opportunities. A key challenge OLA is follow personalized goal-oriented model tailors task needs goals multiple stakeholders. Current implementations rely on predefined set questions indicators. There is, however, need adopt approach engages end users indicator definition process by supporting them setting goals, posing questions, self-defining indicators help achieve their goals. this paper, we address present conceptual, design, implementation details rule-based tool flexible dynamic generation meet different stakeholders diverse exercise. ","last, few, years, growing, interest, learning, analytics, technology, enhanced, tel, generally, deals, development, methods, harness, educational, data, sets, support, process, recently, concept, open, ola, received, great, deal, attention, community, demand, self, organized, networked, lifelong, opportunities, key, challenge, follow, personalized, goal, oriented, model, tailors, task, needs, goals, multiple, stakeholders, current, implementations, rely, predefined, set, questions, indicators, adopt, approach, engages, end, users, indicator, definition, supporting, setting, posing, defining, help, achieve, paper, address, conceptual, design, implementation, details, rule, tool, flexible, dynamic, generation, meet, different, diverse, exercise"
192,2341453962,2016-04-25,2016,The role of achievement goal orientations when studying effect of learning analytics visualizations,LAK,"sanam shirazi beheshitha, marek hatala, dragan gasevic, srecko joksimovic","When designing learning analytics tools for use by learners we have an opportunity to provide that consider a particular learners situation and the learner herself. To afford actual impact on learning, such be informed theories of education. Particularly, educational research shows individual differences play significant role in explaining students process. However, limited empirical has investigated theoretical constructs, as motivational factors, are underlying observed between individuals. In this work, conducted field experiment examine effect three designed visualizations participation online discussions authentic course settings. Using hierarchical linear mixed models, our results revealed effects quantity quality messages posted students with achievement goal orientations could either positive or negative. Our findings highlight methodological importance considering pose important implications future design visualizations. ","designing, learning, analytics, tools, learners, opportunity, provide, consider, learner, situation, herself, afford, actual, impact, informed, theories, education, particularly, educational, research, shows, individual, differences, play, significant, role, explaining, students, process, limited, empirical, investigated, theoretical, constructs, motivational, factors, underlying, observed, individuals, work, conducted, field, experiment, examine, effect, three, designed, visualizations, participation, online, discussions, authentic, course, settings, hierarchical, linear, mixed, models, revealed, effects, quantity, quality, messages, posted, achievement, goal, orientations, positive, negative, highlight, methodological, importance, considering, pose, important, implications, future, design"
193,2018525987,2011-02-27,2011,Dataset-driven research for improving recommender systems for learning,LAK,"katrien verbert, hendrik drachsler, nikos manouselis, martin wolpers, riina vuorikari, erik duval","In the world of recommender systems, it is a common practice to use public available datasets from different application environments (e.g. MovieLens, Book-Crossing, or Each-Movie) in order evaluate recommendation algorithms. These are used as benchmarks develop new algorithms and compare them other given settings. this paper, we explore that capture learner interactions with tools resources. We performance for learning. present an experimental comparison accuracy several collaborative filtering applied these TEL elaborate on implicit relevance data, such downloads tags, can be improve ","world, recommender, systems, common, practice, public, datasets, different, application, environments, g, movielens, book, crossing, movie, order, evaluate, recommendation, algorithms, benchmarks, develop, compare, settings, paper, explore, capture, learner, interactions, tools, resources, performance, learning, experimental, comparison, accuracy, several, collaborative, filtering, applied, tel, elaborate, implicit, relevance, data, downloads, tags"
194,2282496645,2016-04-25,2016,What can analytics contribute to accessibility in e-learning systems and to disabled students learning?,LAK,"martyn cooper, rebecca ferguson, annika wolff","This paper explores the potential of analytics for improving accessibility e-learning and supporting disabled learners in their studies. A comparative analysis completion rates non-disabled students a large five-year dataset is presented wide variation retention characterized. Learning enable us to identify understand such discrepancies and, future, could be used focus interventions improve students. An agenda onward research, focused on Critical Paths, outlined. intended stimulate wider interest benefits learning institutions as they try assure provision support ","paper, explores, potential, analytics, improving, accessibility, learning, supporting, disabled, learners, studies, comparative, completion, rates, students, large, five, year, dataset, presented, wide, variation, retention, characterized, enable, us, identify, understand, discrepancies, future, focus, interventions, agenda, onward, research, focused, critical, paths, outlined, intended, stimulate, wider, interest, benefits, institutions, try, assure, provision, support"
195,2593603941,2017-03-13,2017,Reproducibility of findings from educational big data: a preliminary study,LAK,"misato oi, masanori yamada, fumiya okubo, atsushi shimada, hiroaki ogata","In this paper, we examined whether previous findings on educational big data consisting of e-book logs from a given academic course can be reproduced with different other courses. The showed that (1) students who attained consistently good achievement more frequently browsed e-books and their pages than low achievers (2) difference was found only for preparation sessions (preview), not reviewing material (review). Preliminarily, analyzed four results were in one partially, is, high changed preview. This finding suggests to allow effective usage learning teaching analyses, need carefully construct an environment ensure reproducibility. ","paper, examined, previous, educational, big, data, consisting, book, logs, academic, course, reproduced, different, courses, showed, 1, students, attained, consistently, good, achievement, more, frequently, browsed, books, pages, low, achievers, 2, difference, found, preparation, sessions, preview, reviewing, material, review, preliminarily, four, one, partially, high, changed, finding, suggests, allow, effective, usage, learning, teaching, analyses, carefully, construct, environment, ensure, reproducibility"
196,2592272139,2017-03-13,2017,Building a transcript of the future,LAK,"benjamin p koester, james fogel, william murdock, galina grom, timothy a mckay","The pathways and learning outcomes of university students are the culmination numerous experiences inside outside classroom, with faculty other students, in both formal casual settings. These interactions guided by general education requirements goals student. only official record representation each students is captured their academic transcript: typically a list courses described name number, grades recorded on an A-F scale summarized GPA, degrees awarded, honors received. This limited approach reflects technological affordances 20th century industrial age. In recent years, scholars have begun to imagine transcript future, perhaps combining richer student experience along portfolio authentic products work. this paper, we concentrate first, develop analytic methods for improving measures classroom performance intellectual breadth. case, done placing elements individual transcripts context using information about peers. We frame study addressing basic questions. Were taken difficult average? Did stand out from peers? representative broad experience, or did delve into detail chosen field study? And whom they take courses? ","pathways, learning, outcomes, university, students, culmination, numerous, experiences, inside, outside, classroom, faculty, both, formal, casual, settings, interactions, guided, general, education, requirements, goals, student, official, record, representation, captured, academic, transcript, typically, list, courses, name, number, grades, recorded, f, scale, summarized, gpa, degrees, awarded, honors, received, limited, approach, reflects, technological, affordances, 20th, century, industrial, age, years, scholars, begun, imagine, future, perhaps, combining, richer, experience, portfolio, authentic, products, work, paper, concentrate, first, develop, analytic, methods, improving, measures, performance, intellectual, breadth, case, done, placing, elements, individual, transcripts, context, information, peers, frame, addressing, basic, questions, taken, difficult, average, stand, representative, broad, delve, detail, chosen, field, whom, take"
197,2592257352,2017-03-13,2017,An automatic approach for discovering skill relationship from learning data,LAK,"taklam wong, haoran xie, fu lee wang, chung keung poon, di zou","We have developed a method called skill2vec, which applies big data techniques to automatically analyze the learning discover skill relationship, leading more objective and data-informed decision making. Skill2vec is neural network architecture can transform new vector space embedding. The embedding facilitate comparison visualization of different skills their relationship. conducted pilot experiment using benchmark dataset demonstrate effectiveness our method. ","developed, called, skill2vec, applies, big, data, techniques, automatically, analyze, learning, discover, skill, relationship, leading, more, objective, informed, decision, neural, network, architecture, transform, vector, space, embedding, facilitate, comparison, visualization, different, skills, conducted, pilot, experiment, benchmark, dataset, effectiveness"
198,2143172983,2015-03-16,2015,Learning analytics: European perspectives,LAK,"rebecca ferguson, adam cooper, hendrik drachsler, gabor kismihok, anne boyer, kairit tammets, alejandra martinez mones","Since the emergence of learning analytics in North America, researchers and practitioners have worked to develop an international community. The organization events such as SoLAR Flares LASI Locals, well move LAK 2013 from America Europe, has supported this aim. There are now thriving groups American, Europe Australia, with smaller pockets activity emerging on other continents. Nevertheless, much work carried out outside these forums, or published languages than English, is still inaccessible most people This panel, organized by Europes Learning Analytics Community Exchange (LACE) project, brings together five European countries examine field perspectives. In doing so, it will identify benefits challenges associated sharing developing practice across national boundaries. ","emergence, learning, analytics, north, america, researchers, practitioners, worked, develop, international, community, organization, events, solar, flares, lasi, locals, move, lak, 2013, europe, supported, aim, now, thriving, groups, american, australia, smaller, pockets, activity, emerging, continents, nevertheless, work, carried, outside, forums, published, languages, english, still, inaccessible, people, panel, organized, exchange, lace, project, brings, together, five, european, countries, examine, field, perspectives, doing, so, identify, benefits, challenges, sharing, developing, practice, across, national, boundaries"
199,2402061218,2015-01-01,2015,Grading Soft Skills with Open Badges.,OBIE@LAK,"vladan devedzic, jelena jovanovic, bojan tomic, zoran sevarac, nikola milikic, sonja dimitrijevic, dragan djuric","The paper presents how the concept and technology of Open Badges are applied in GRASS project for acknowledging, grading, awarding recognizing learners efforts achievements developing their soft skills (like self-regulation, leadership, collaboration, skilled communication, problem solving innovation). Specifically, describes a 4-phase model, called SAGRADA that was developed to support process badges context project. core model is set metrics, carefully specific practical application cases following well-known pedagogical approaches. metrics enable measuring tracking learners’ skills. also case based on including preliminary results first observational study, plans applying learning analytics methods techniques further activities ","paper, concept, technology, open, badges, applied, grass, project, acknowledging, grading, awarding, recognizing, learners, efforts, achievements, developing, soft, skills, self, regulation, leadership, collaboration, skilled, communication, problem, solving, innovation, specifically, describes, 4, phase, model, called, sagrada, developed, support, process, context, core, set, metrics, carefully, specific, practical, application, following, pedagogical, approaches, enable, measuring, tracking, case, preliminary, first, observational, plans, applying, learning, analytics, methods, techniques, activities"
200,2592449716,2017-03-13,2017,What does student writing tell us about their thinking on social justice,LAK,"heeryung choi, christopher brooks, kevyn collinsthompson","In this work we investigate the use of deep learning for text analysis to measure elements student thinking related issues privilege, oppression, diversity and social justice. We leverage historical expert annotations as well a large lexical model create more generalizable vocabulary identifying these characteristics in short writing. demonstrate feasibility approach, identify further areas research. ","work, investigate, deep, learning, text, measure, elements, student, thinking, issues, privilege, oppression, diversity, social, justice, leverage, historical, expert, annotations, large, lexical, model, create, more, generalizable, vocabulary, identifying, characteristics, short, writing, feasibility, approach, identify, areas, research"
201,1965361652,2011-02-27,2011,Learnometrics: metrics for learning objects,LAK,xavier ochoa,"The field of Technology Enhanced Learning (TEL) in general, has the potential to solve one most important challenges our time: enable everyone learn anything, anytime, anywhere. However, if we look back at more than 50 years research TEL, it is not clear where are terms reaching goal and whether are, indeed, moving forward. pace which technology new ideas evolve have created a rapid, even exponential, rate change. This rapid change, together with natural difficulty measure impact something as complex learning, lead abundance new, good scarcity evaluation studies. lack resulted into duplication efforts sense no ""ground truth"" or ""basic theory TEL. article an attempt stop, measure, impact, least status small fraction Object Technologies, real world. measured apparent inexistence reuse paradox, two phase linear growth repositories ineffective metadata quality assessment humans reminders that bright theoretical discussions do compensate experimentation measurement. Both empirical studies should go hand order advance field. invitation other researchers apply Informetric techniques understand their tools vast amount information generated by usage systems. ","field, technology, enhanced, learning, tel, general, potential, solve, one, important, challenges, time, enable, everyone, learn, anything, anytime, anywhere, if, look, back, more, 50, years, research, clear, terms, reaching, goal, indeed, moving, forward, pace, ideas, evolve, created, rapid, even, exponential, rate, change, together, natural, difficulty, measure, impact, something, complex, lead, abundance, good, scarcity, evaluation, studies, lack, resulted, duplication, efforts, sense, ground, truth, basic, theory, article, attempt, stop, least, status, small, fraction, object, technologies, real, world, measured, apparent, inexistence, reuse, paradox, two, phase, linear, growth, repositories, ineffective, metadata, quality, assessment, humans, reminders, bright, theoretical, discussions, compensate, experimentation, measurement, both, empirical, go, hand, order, advance, invitation, researchers, apply, informetric, techniques, understand, tools, vast, amount, information, generated, usage, systems"
202,2071254852,2012-04-29,2012,Challenges and opportunities for learning analytics when formal teaching meets social spaces,LAK,"nazim rahman, jon dron","Social networking is revolutionizing the world in ways few imagined just a years ago. The power of social technology can also be leveraged to improve education and enhance instructor learner experience. Unlike conventional learning management systems, software environments such as Athabasca Landing provide persistent space are flexible enough support learner-led methods informal, non-formal, formal learning. Analytics used effectively track measure personal progress help uncover extra-curricular factor affecting success network formation growth. paper reports on an attempt explore this problem through analysis student behaviour site within context course. Its findings, explanation, potential implications listed. Effects learners, based learners before, during, after course described discussed. Finally, features open source tool created for analysis, LASSIE presented. ","social, networking, revolutionizing, world, ways, few, imagined, just, years, ago, power, technology, leveraged, education, enhance, instructor, learner, experience, unlike, conventional, learning, management, systems, software, environments, athabasca, landing, provide, persistent, space, flexible, enough, support, led, methods, informal, formal, analytics, effectively, track, measure, personal, progress, help, uncover, extra, curricular, factor, affecting, success, network, formation, growth, paper, reports, attempt, explore, problem, student, behaviour, site, context, course, explanation, potential, implications, listed, effects, learners, finally, features, open, source, tool, created, lassie, presented"
203,2148618687,2015-03-16,2015,Tracking student progress in a game-like learning environment with a Monte Carlo Bayesian knowledge tracing model,LAK,"g h gweon, heesun lee, chad dorsey, robert tinker, william finzer, daniel damelin","The Bayesian Knowledge Tracing (BKT) model is a popular used for tracking student progress in learning systems such as an intelligent tutoring system. However, the not free of problems. Well-recognized problems include identifiability problem and empirical degeneracy problem. Unfortunately, these are still poorly understood how they should be dealt with practice unclear. Here, we analyze mathematical structure BKT model, identify source difficulty, construct simple Monte Carlo to real data. Using activity data obtained from ramp task module at Concord Consortium, find that analysis capable detecting problem, and, more generally, gives excellent summary In particular, monitoring parameter M emerges central parameter. ","bayesian, knowledge, tracing, bkt, model, popular, tracking, student, progress, learning, systems, intelligent, tutoring, system, free, problems, recognized, include, identifiability, problem, empirical, degeneracy, unfortunately, still, poorly, understood, dealt, practice, unclear, analyze, mathematical, structure, identify, source, difficulty, construct, simple, monte, carlo, real, data, activity, ramp, task, module, concord, consortium, find, capable, detecting, more, generally, gives, excellent, summary, monitoring, parameter, m, emerges, central"
204,1993072394,2015-03-16,2015,Media multiplexity in connectivist MOOCs,LAK,"rafa absar, anatoliy gruzd, caroline haythornthwaite, drew paulin","In this poster, we present work on exploring use of multiple social media platforms for learning in two connectivist MOOCs (or cMOOCs) to develop and evaluate methods analytics detect study collaborative processes. ","poster, work, exploring, multiple, social, media, platforms, learning, two, connectivist, moocs, cmoocs, develop, evaluate, methods, analytics, detect, collaborative, processes"
205,2593653544,2017-03-13,2017,Predicting the decrease of engagement indicators in a MOOC,LAK,"miguel l botelorenzo, eduardo gomezsanchez",Predicting the decrease of students engagement in typical MOOC tasks such as watching lecture videos or submitting assignments is key to trigger timely interventions order try avoid disengagement before it takes place. This paper proposes an approach build necessary predictive models using data that becomes available during a course. The was employed experimental study predict three different indicators MOOC. results suggest its feasibility with values area under curve for predictors ranging from 0.718 0.914. ,"predicting, decrease, students, engagement, typical, mooc, tasks, watching, lecture, videos, submitting, assignments, key, trigger, timely, interventions, order, try, avoid, disengagement, takes, place, paper, proposes, approach, build, necessary, predictive, models, data, becomes, course, employed, experimental, predict, three, different, indicators, feasibility, values, area, curve, predictors, ranging, 0, 718, 914"
206,2402416744,2015-01-01,2015,Using sentence compression to develop visual analytics for student responses to short answer questions,VISLA@LAK,"aneesha bakharia, shane dawson","In this paper, we report on early research to visualize and summarize student responses short answer questions. Recently published, graph-based multi-sentence compression algorithms have been successfully applied opinions – a domain area with many similarities responses. Initial investigations reveal that visual analytics for questions can be derived from the output of multisentence algorithms. A proposed open source tool is also briefly discussed, along an evaluation plan. The will allow lecturers tutors high level overview how students responded questions, identify knowledge gaps provide feedback students. ","paper, early, research, visualize, summarize, student, responses, short, answer, questions, recently, published, graph, multi, sentence, compression, algorithms, successfully, applied, opinions, domain, area, similarities, initial, investigations, reveal, visual, analytics, derived, output, multisentence, open, source, tool, briefly, evaluation, plan, allow, lecturers, tutors, high, level, overview, students, responded, identify, knowledge, gaps, provide, feedback"
207,2131891683,2014-03-24,2014,Data wranglers: human interpreters to help close the feedback loop,LAK,doug clow,"Closing the feedback loop to improve learning is at heart of good analytics practice. However, quantity data, and range different data sources, can make it difficult take systematic action on that data. Previous work in literature has emphasised need for value human meaning-making process interpretation transform actionable intelligence. This paper describes a programme Data Wranglers deployed Open University, UK, charged with making sense sources related learning, analysing light their understanding practice individual faculties/departments, producing reports summarise key points recommendations. The evaluation experience this strongly supports meaning-makers process, suggests barriers organisational change area be mitigated by embedding within strategic contexts, working an appropriate level granularity analysis. ","closing, feedback, loop, learning, heart, good, analytics, practice, quantity, data, range, different, sources, make, difficult, take, systematic, action, previous, work, literature, emphasised, value, human, meaning, process, interpretation, transform, actionable, intelligence, paper, describes, programme, wranglers, deployed, open, university, uk, charged, sense, analysing, light, understanding, individual, faculties, departments, producing, reports, summarise, key, points, recommendations, evaluation, experience, strongly, supports, makers, suggests, barriers, organisational, change, area, mitigated, embedding, strategic, contexts, working, appropriate, level, granularity"
208,2917497892,2019-03-04,2019,"Exploring Learner Engagement Patterns in Teach-Outs Using Topic, Sentiment and On-topicness to Reflect on Pedagogy",LAK,"wenfei yan, nia dowell, caitlin holman, stephen s welsh, heeryung choi, christopher h brooks","MOOCs have developed into multiple learning design models with a wide range of objectives. Teach-Outs are one such example, aiming to drive meaningful discussions around topics pressing social urgency without the use formal assessments. Given this approach, it is crucial evaluate learners engagement in discussion forum understand their experiences. This paper presents pilot study that applied unsupervised natural language processing techniques what and how students engage dialogue Teach-Out. We used topic modeling discover emerging forums evaluated on-topicness (i.e. degree which were relevant Teach-Out content). also content analysis investigate sentiments associated discussions. taken step toward extracting structure from students behaviors happen forum. first analyze ","moocs, developed, multiple, learning, design, models, wide, range, objectives, teach, outs, one, example, aiming, drive, meaningful, discussions, around, topics, pressing, social, urgency, without, formal, assessments, approach, crucial, evaluate, learners, engagement, discussion, forum, understand, experiences, paper, pilot, applied, unsupervised, natural, language, processing, techniques, students, engage, dialogue, topic, modeling, discover, emerging, forums, topicness, degree, relevant, content, investigate, sentiments, taken, step, toward, extracting, structure, behaviors, happen, first, analyze"
209,2592547188,2017-03-13,2017,An elephant in the learning analytics room: the obligation to act,LAK,"paul prinsloo, sharon slade","As higher education increasingly moves to online and digital learning spaces, we have access not only greater volumes of student data, but also fine-grained nuanced data. A significant body research existing practice are used convince key stakeholders within the potential collection, analysis use data positively impact on experiences in these environments. Much recent focus analytics is around predictive modeling uses artificial intelligence both identify learners at risk, personalize interventions increase chance success. In this paper explore moral legal basis for obligation act our analyses The entails protection privacy ethical also, effective allocation resources ensure appropriate teaching learning. is, however tempered by a number factors, including inter intra-departmental operational fragmentation constraints imposed changing funding regimes. Increasingly institutions allocate areas that promise greatest return. Choosing (not) respond needs specific populations then raises questions regarding scope nature act. There evidence students who risk failing often do institutional assist them. build expand by, example, LACE EP4LA workshops conceptually map which flows from educations mandate its fiduciary duty provide an enabling environment achieve We examine how collection links availability will Further, unfolds two open distance providers perspective set - those immediate contact with their journeys tutors or adjunct faculty. ","higher, education, increasingly, moves, online, digital, learning, spaces, access, greater, volumes, student, data, fine, grained, nuanced, significant, body, research, existing, practice, convince, key, stakeholders, potential, collection, positively, impact, experiences, environments, focus, analytics, around, predictive, modeling, uses, artificial, intelligence, both, identify, learners, risk, personalize, interventions, increase, chance, success, paper, explore, moral, legal, basis, obligation, act, analyses, entails, protection, privacy, ethical, effective, allocation, resources, ensure, appropriate, teaching, tempered, number, factors, inter, intra, departmental, operational, fragmentation, constraints, imposed, changing, funding, regimes, institutions, allocate, areas, promise, greatest, return, choosing, respond, needs, specific, populations, raises, questions, regarding, scope, nature, evidence, students, failing, institutional, assist, build, expand, example, lace, ep4la, workshops, conceptually, map, flows, mandate, fiduciary, duty, provide, enabling, environment, achieve, examine, links, availability, unfolds, two, open, distance, providers, perspective, set, immediate, contact, journeys, tutors, adjunct, faculty"
210,2593222132,2017-03-13,2017,Best intentions: learner feedback on learning analytics visualization design,LAK,"halimat alabi, marek hatala",A mixed methods approach was undertaken in this exploratory study to better understand how learners perceive and utilize learning analytics visualizations during online discussions activities. Internal conditions such as goal orientation numeracy were measured alongside the external created by discussion structure analytics. Our results emphasize key factors that should be considered when designing tools. ,"mixed, methods, approach, undertaken, exploratory, better, understand, learners, perceive, utilize, learning, analytics, visualizations, online, discussions, activities, internal, conditions, goal, orientation, numeracy, measured, alongside, external, created, discussion, structure, emphasize, key, factors, designing, tools"
211,2336059263,2016-04-25,2016,Introduction of learning visualisations and metacognitive support in a persuadable open learner model,LAK,"susan bull, blandine ginon, clelia boscolo, matthew d johnson","This paper describes open learner models as visualisations of learning for learners, with a particular focus on how information about their can be used to help them reflect skills, identify gaps in and plan future learning. We offer an approach that, addition providing learning, allows learners propose changes model. aims improve the accuracy model by taking into account student viewpoints while also promoting reflection part discussion content aligns well recent calls analytics learners. Building previous research showing that will use models, we here investigate initial reactions features likelihood uptake contexts where is offered optional basis. university students perceptions range stated preferences facility view evidence data values. ","paper, describes, open, learner, models, visualisations, learning, learners, focus, information, help, reflect, skills, identify, gaps, plan, future, offer, approach, addition, providing, allows, propose, changes, model, aims, accuracy, taking, account, student, viewpoints, promoting, reflection, part, discussion, content, aligns, calls, analytics, building, previous, research, showing, investigate, initial, reactions, features, likelihood, uptake, contexts, offered, optional, basis, university, students, perceptions, range, stated, preferences, facility, view, evidence, data, values"
212,2396040284,2013-01-01,2013,Using Teaching Analytics to Inform Assessment Practices in Technology Mediated Problem Solving Tasks.,IWTA@LAK,genevieve gauthier,Teaching analytics can provide a useful framework to conceptualise the visual methods used in previous work on teachers’ assessment practices. I describe two examples of and discuss their assumptions potential usefulness beyond original context which they were designed. Rethinking data analysis around teaching process different lenses ways use inform improve both learning processes. ,"teaching, analytics, provide, useful, framework, conceptualise, visual, methods, previous, work, teachers, assessment, practices, describe, two, examples, discuss, assumptions, potential, usefulness, beyond, original, context, designed, rethinking, data, around, process, different, lenses, ways, inform, both, learning, processes"
213,2046993599,2014-03-24,2014,Engagement vs performance: using electronic portfolios to predict first semester engineering student retention,LAK,"everaldo aguiar, nitesh v chawla, jay b brockman, g alex ambrose, victoria e goodrich","As providers of higher education begin to harness the power big data analytics, one very fitting application for these new techniques is that predicting student attrition. The ability pinpoint students who might soon decide drop out a given academic program allows those in charge not only understand causes this undesired outcome, but it also provides room development early intervention systems. While making such inferences based on performance alone certainly possible, we claim many cases there no substantial correlation between how well performs and his or her decision withdraw. This specially true when overall set has relatively similar performance. To address issue, derive measurements engagement from students electronic portfolios show features can be effectively used augment quality predictions. ","providers, higher, education, begin, harness, power, big, data, analytics, one, fitting, application, techniques, predicting, student, attrition, ability, pinpoint, students, might, soon, decide, drop, academic, program, allows, charge, understand, causes, undesired, outcome, room, development, early, intervention, systems, inferences, performance, alone, certainly, claim, substantial, correlation, performs, his, her, decision, withdraw, specially, true, overall, set, relatively, similar, address, issue, derive, measurements, engagement, electronic, portfolios, show, features, effectively, augment, quality, predictions"
214,2136182031,2014-03-24,2014,Interaction design for improved analytics,LAK,"maria mendiburo, brian sulcer, ted s hasselbring","In this paper, we explain a portion of the design research process that used to develop learning analytics for manipulative-based fractions intervention program. particular, highlight set qualitative interviews conducted with individual students after short study in which three classes at same school learned use virtual manipulatives compare pairs proper and order groups 3 fractions. These provided us considerable information helped improve interactions have produce more sophisticated informative analytics. We emphasize importance using mixed-methods during iterative cycles development define research. ","paper, explain, portion, design, research, process, develop, learning, analytics, manipulative, fractions, intervention, program, highlight, set, qualitative, interviews, conducted, individual, students, short, three, classes, same, school, learned, virtual, manipulatives, compare, pairs, proper, order, groups, 3, us, considerable, information, helped, interactions, produce, more, sophisticated, informative, emphasize, importance, mixed, methods, iterative, cycles, development, define"
